idx,label,parity,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15
126,9,odd,-0.39520293,-0.48346418,-0.11241332,-0.039730184,-1.1441848,-0.21719608,-0.30302587,1.2342727,-0.5807497,-0.9086201,0.02978969,1.5468297,0.19769707,-0.1984347,-1.2995467,0.06929852
127,1,odd,1.2428833,-1.7735891,-0.10565403,0.35326833,0.42202756,-0.3042203,0.16253969,-0.2315093,-1.4579122,0.92968756,-0.10074622,-0.047270596,1.0704564,-0.5492129,0.6475357,1.805203
128,2,even,0.38021863,0.18777055,-0.11050916,-0.10418118,-0.7489415,-0.02602066,-0.72620314,0.18459797,0.8594633,1.680925,-1.3008689,0.53537107,0.8042728,-0.678791,-0.92384934,1.2452695
129,4,even,-0.15532722,-0.27379206,0.053775396,0.18409383,0.7441622,0.14709531,-0.9305323,0.8459073,0.90879655,-0.20562758,-0.30951083,2.182549,-0.0059320177,-0.31162328,1.0787327,0.116326906
130,2,even,-0.39837843,-0.2657532,0.10625036,-0.9760856,0.82907516,0.1972922,0.97552526,-0.298235,-0.11866475,-0.933379,-0.39861825,0.454882,0.28592065,0.67339057,1.0474094,0.113814384
131,6,even,0.99227583,-0.78677714,-0.06955894,0.85879135,-0.3943168,-0.028955884,1.3377972,0.0170964,0.8307533,-0.18543474,-0.33551615,-0.9519006,-0.4377933,1.1663985,0.7638642,0.5091748
132,7,odd,0.17660159,-0.58026844,0.3303314,-1.0624913,0.49848518,0.8178602,-1.5355189,0.4129861,0.5387001,-1.7150431,-0.22674704,0.47272345,0.042954292,2.4038048,0.17855619,-0.38900736
133,7,odd,0.2447904,-0.74675894,0.013834391,-1.258937,0.41950884,0.23292652,-0.53261334,-0.5019933,0.2889945,-0.6049677,-0.26325887,0.71468,0.59205055,1.1801358,1.5080203,-0.2823648
134,1,odd,1.004069,-1.4904218,0.06739402,0.25340024,0.8099672,-0.24022777,-0.48810035,-0.76637274,-1.2335974,1.0897604,-0.010656009,1.1284473,0.9573628,-0.506636,0.6433973,1.150664
135,8,even,0.339826,-0.4580202,-0.10031186,0.1993238,0.39696646,0.49963552,-1.4792149,0.16436636,0.7529686,0.925978,-1.6211303,-1.6018798,0.74642926,-1.4807853,0.34308255,-0.7361182
136,1,odd,1.5126482,-1.5399045,-0.121910006,-0.37700707,-0.4811498,-0.16108091,-0.36904544,-0.85580945,-1.3980556,0.088255,-0.022687647,0.89267635,0.6526903,-0.059056863,0.96072096,1.38955
137,8,even,-0.034613654,-0.036058098,-0.061859883,0.2409379,-0.9125718,-0.20579813,0.9109191,0.887464,-0.38921812,-1.3143662,-0.1935983,0.7725476,-0.56186175,0.7819236,-0.31439194,1.424732
138,8,even,-1.3153739,0.32646397,-0.12300341,-0.4536959,-0.3672612,-0.2890376,-1.595659,1.8529613,-0.29711124,-1.6939776,0.08854005,-0.2818612,0.5684254,0.31847957,-0.6877461,1.2331643
139,8,even,-0.92670316,-1.3355669,-0.12804852,0.22825985,0.39642218,-0.29566163,-0.42663062,0.7836482,0.019224785,0.67903584,0.65326124,-1.3297303,-0.34651065,-1.8104792,1.2240506,-1.7783047
140,8,even,-1.9087942,0.8570646,-0.08495295,1.4302129,-0.7329312,-0.5362801,-0.95125943,2.6407788,-0.5936005,-0.41592908,0.35641006,-0.484092,0.50031435,-0.24211143,-1.0915544,-0.40568936
141,1,odd,-0.024180397,-0.9767605,-0.16618377,-0.90403396,-0.32488018,-0.20096827,-0.009019412,-0.5191752,-0.763112,-0.34658438,0.39001092,0.5236868,-1.4773966,1.1941571,-0.71479315,1.2295758
142,0,even,1.5407488,0.19823384,-0.05335795,0.3635233,0.9494112,-0.17801811,0.30871454,-0.62237227,1.6237032,-0.5257678,0.057988808,-1.9218926,0.17059234,0.47950417,0.66985965,-0.7659639
143,3,odd,-0.21413569,-0.22701418,-0.16748938,0.32882768,-1.6880267,-0.2365278,0.13359638,0.7733893,0.38818687,-1.4762983,-0.15859288,0.17764062,0.2397429,0.8164069,-2.0487325,0.9609799
144,9,odd,-0.52422553,-0.922003,-0.014500603,-1.338879,-0.6001194,0.22211334,-0.9537043,0.37851524,1.7138667,0.60403496,0.0068851225,0.28275597,0.093960255,0.11925332,1.6848117,-0.50974226
145,8,even,0.48505622,-1.5954338,-0.027028173,0.4972629,1.026491,-0.2307525,-0.27219024,-1.0349598,-0.3195282,0.3988078,0.23462442,-2.0405557,0.44015592,0.85498506,-0.4622761,-0.28642058
146,4,even,0.32815242,-0.7536162,-0.15443756,0.49363285,1.0465219,-0.19320162,-1.019253,-1.5241685,1.6844981,0.27805316,-0.034629244,0.51744914,-0.23005524,-0.14010526,0.19035088,-0.85450274
147,9,odd,-0.9862098,0.2551051,0.0034579486,-0.34278587,-0.39394557,0.30283397,-2.6360345,0.59339887,1.493697,-0.91277236,-0.5575855,-0.4720329,0.80313295,0.2825696,-0.060335755,-0.8342207
148,3,odd,0.8350257,-1.4199779,-0.25446188,-1.1197299,0.09327063,-0.15561864,0.035814423,0.08578557,-0.72438884,-1.3912929,0.0017273556,-0.3679639,0.29719356,0.8135982,0.60264325,0.35378698
149,7,odd,-0.26043344,-1.272757,0.17796247,-0.8807923,1.2550733,0.41593808,-1.5959761,-0.72474134,-0.10232764,0.60834295,-0.32541874,0.2589621,1.3623084,0.7741982,1.3619411,0.1879789
150,4,even,0.4815464,-0.18652731,0.08595793,-0.6055632,0.1316509,0.18822995,-0.46477896,0.48315233,0.9345304,-0.18207763,-0.037384763,2.0428956,0.72962767,-0.8641113,0.7581055,0.053040415
151,6,even,-1.8854969,1.5316136,-0.2574532,1.9605639,-0.8280587,-0.51006055,0.8387515,-0.23324467,-0.64077824,0.4319137,-0.22859001,0.64881516,0.035233784,0.025530964,0.24934204,0.41473407
152,1,odd,0.15794584,-1.3198012,-0.24833237,-0.9425717,-0.61148024,-0.13104148,-0.17758548,-0.8850098,-0.7606031,-0.5846113,0.21770608,0.5977598,-0.8795525,0.944531,-0.19292733,0.95966995
153,0,even,0.7783703,-1.4381274,0.20207812,-0.109152116,-0.25058582,0.2702133,1.1228852,1.0270755,1.1726589,-1.0059242,-0.07546457,-0.2761429,0.5525173,1.3744793,0.675843,-0.85094905
154,6,even,0.019889124,-1.1010743,-0.13920774,0.38784394,-0.4796216,-0.31716743,0.81704074,0.0017513931,0.5380212,-0.96709764,0.095489405,-2.02851,0.7117391,0.112691194,0.23258479,2.1698904
155,0,even,0.20235851,1.0664153,-0.21553136,-1.0583743,-0.90466535,0.08355364,0.9515479,0.13648301,-0.95471054,-0.37299806,-0.0073225843,0.68895936,0.63894176,0.49647653,0.35231596,-1.7519126
156,0,even,-0.49135298,1.1478059,0.13034071,-0.36648348,-1.4615937,0.3071534,1.3080661,0.9364341,0.28781152,-0.771934,0.038184833,-0.27434438,0.39572623,-0.15161343,0.24233983,-1.5785141
157,6,even,0.55072445,-1.0006965,-0.027762733,0.37495673,-0.42145127,-0.062446542,1.0945435,-0.8244252,0.7984705,-0.40821248,-0.16295785,-1.4081469,0.58591354,0.5912151,-0.21312463,2.0752985
158,3,odd,-0.5035892,-1.1231148,-0.03025376,-1.0349958,0.43653002,0.4664633,-1.0466921,0.5464177,-0.22648394,-1.3688636,0.20791957,-0.040105194,0.49069512,0.69409215,-1.5194389,-0.7538473
159,2,even,1.1294953,-0.22021529,-0.24712987,0.27449974,0.38596627,-0.3476813,1.8206506,0.98109335,-2.417908,-0.25303376,0.1892825,-0.035933584,0.30859506,-0.6453215,0.20398374,0.38411865
160,5,odd,-0.29893124,-0.9264076,-0.40383708,0.36067712,-0.60960114,-0.77192605,1.9013128,0.0070834756,-0.22006887,-0.13722706,0.6276856,0.15069705,0.44843203,0.52929986,-1.3411671,-0.8978029
161,7,odd,-0.48362732,-0.847177,0.048928045,-0.766359,1.0794989,0.2546442,-2.3657591,-0.083819464,0.82434165,-0.49793807,-0.46807802,-0.9332572,1.5858961,0.8279266,1.3844507,0.19750953
162,4,even,-0.44579363,-0.32248536,0.050823715,0.0036868267,-0.21674871,0.19161807,-2.3134506,-1.6915588,1.144481,-1.1451858,-0.64720464,0.13388786,-0.026869632,-0.107148334,-0.0050982386,-1.082464
163,1,odd,1.2408544,-1.9736291,-0.08159034,0.07000333,0.55146796,-0.2365235,-0.3910117,-0.19895151,-1.281434,0.5321766,-0.20514399,-0.30686706,1.4798533,-0.46803385,0.6938439,1.6321012
164,6,even,-0.39686,0.5263087,-0.02531717,0.7632104,-1.6453831,0.028853707,0.944868,-0.23657209,0.85331976,0.9689067,-0.62818396,-0.98760617,-0.37304428,0.73862046,1.1884577,0.36850274
165,6,even,0.24827,0.83899873,-0.12464696,-0.44529852,-1.0399772,0.040373784,1.0118256,-1.0344293,0.8162442,0.08951734,-0.008660145,-1.0849389,-0.13957784,0.8173933,0.11522417,0.6683111
166,1,odd,1.3148874,-1.4469082,-0.1265487,-0.69483984,-0.6665256,-0.030580617,-0.58965397,-1.2557104,-1.1462054,-0.0002834089,0.064890094,0.5121416,-0.012044562,0.37490582,0.282952,1.2683818
167,7,odd,0.2307617,-0.31045878,0.1789216,-0.678841,-1.0699755,-0.01432481,-2.403088,2.1696653,1.4733751,-1.5382423,0.30231643,-0.10428804,0.24087223,1.931163,1.0260376,-0.08213262
168,0,even,0.33906293,2.0923336,-0.16921501,-0.0012134183,-1.4604448,-0.47777662,-0.8376334,0.66382194,-1.3644514,-0.025415266,0.18847069,-1.1173162,0.13547991,0.05431421,0.82914305,-0.50132847
169,2,even,0.20917259,0.9314779,-0.21259876,-0.81485826,0.97172445,-0.40354043,0.34120268,0.82593924,0.7306719,1.1992226,0.4941034,-0.046307683,1.8987162,-0.24316658,-1.0755638,0.96952045
170,6,even,0.70752686,1.321542,-0.051440366,0.49308592,-1.3341752,-0.19314344,0.03945028,0.62228465,-0.39521548,-1.4279108,0.35423824,0.9026878,-0.50457066,-0.33290815,-0.148549,1.2722503
171,2,even,-0.55553865,0.80480677,-0.06876403,0.14972307,0.71522844,0.005675297,1.0912147,0.85050684,-1.252256,0.8699859,0.22848564,0.07294521,-0.46417558,-0.8563855,0.44980574,1.6527072
172,5,odd,1.6462332,-1.8823398,-0.16541407,-0.10025606,0.3062552,0.013828527,-0.36747706,0.4523208,-0.03483057,-1.3930819,-0.117400505,-0.28961426,0.26739523,0.8501382,-0.10278571,0.06637639
173,1,odd,1.5747557,-1.4594501,0.094099924,0.713932,1.3979673,0.020278867,-0.14931738,0.075194865,-1.3771491,0.7840368,-0.0933142,0.6061161,-0.032503817,-1.0717154,-0.548201,0.80125844
174,7,odd,0.06288537,-1.5669836,0.23892379,-0.28552854,0.8733465,0.28035983,-0.6846758,-0.4159201,-0.46253344,1.8735754,-0.096324004,0.06510782,0.96763694,0.88858277,-0.18324739,0.23920727
175,1,odd,1.5406086,-1.3311254,0.058751646,0.69483477,1.3568062,-0.085280456,0.11065645,-0.08285524,-1.6206591,1.4572796,-0.08103589,0.5029845,0.55535644,-0.810193,-0.08445625,1.1145427
176,4,even,-0.66968566,0.3963478,-0.23285417,-1.4131122,-1.0853938,-0.24651778,-0.81417394,1.9138153,2.3608582,1.1111417,0.012875911,-0.2947712,0.7089475,-0.13449802,0.20723902,0.864194
177,6,even,0.67697954,-0.8571149,-0.011615299,0.45645967,-0.3430836,0.17868352,1.1511614,-0.4309544,-0.2880502,-0.027545476,-0.45000783,0.09265521,-0.3904366,1.7351857,-0.78537226,1.3813074
178,8,even,-0.76257855,-1.6245146,-0.0068065077,-0.90178186,0.6586458,0.03229251,0.95590967,-0.4683048,-1.0526297,-0.46492288,0.08872,-0.32946843,0.44414487,-1.233868,0.7389709,0.7596426
179,5,odd,-0.14095818,-0.4995045,-0.21864359,1.1027777,-0.16353518,-0.4755706,-0.51133966,1.1128237,-0.7491988,0.673722,-0.046689987,0.7402763,-0.07737121,1.7629545,-0.9958946,-1.5122505
180,6,even,-1.2733483,1.11175,-0.045011878,-0.4818845,-0.99749327,0.1206612,-0.44406396,-1.3069532,1.584108,-0.5363427,-0.10722282,-1.1624957,-0.061370283,-1.397094,-0.35077405,0.40742528
181,6,even,-0.100180626,0.36798063,0.11589666,0.04159794,-1.2993605,-0.08663744,0.9631883,-0.37048012,-0.77103084,-0.24973823,0.6788025,1.2967812,-0.33230796,-0.48152488,-0.48083544,0.013373889
182,4,even,-0.17126663,0.3985077,-0.058709174,0.74417734,1.2164583,-0.30169466,-2.3042893,0.78328043,1.774073,-0.085341915,0.0020043217,1.1266093,-0.14828241,-0.49904418,1.5705401,-0.6036555
183,0,even,1.0506252,2.0250375,0.33867258,-0.9313496,-0.26155552,0.5131921,-1.8375187,-0.45688656,0.9905617,0.8939699,-0.7862517,-1.0296297,0.11045467,0.44394982,0.61899585,0.37657854
184,4,even,0.14242095,-1.0227821,0.02549531,-0.55823624,-1.0952929,0.26640266,-0.1725404,-0.44554633,0.6648109,0.23017946,-1.1309475,0.925283,0.20736697,-1.3391339,1.0737808,0.94554967
185,8,even,-0.34105486,-1.1375587,-0.30474752,-0.55083585,0.24398524,-0.25440145,1.6742144,0.85985285,-0.4321166,-1.3070664,0.12468087,0.022253603,-0.26682016,-0.04531865,-0.8976269,-0.025265262
186,7,odd,-0.14416717,-1.2348865,0.21787456,-1.1398525,0.97383237,0.5540173,-1.3953316,-0.54242724,-0.13867763,0.28137478,-0.47195485,0.36901474,1.1701367,0.75067043,1.0697719,-0.030242518
187,4,even,0.92373556,-1.5720323,0.044522338,0.9740998,0.07892279,-0.44717795,-0.77266574,0.11962411,0.69693476,1.2968719,-0.07012307,0.85237783,1.4139999,-1.3331282,0.28936017,0.844994
188,6,even,0.47574532,0.7217135,0.029121505,0.4909346,-0.2518998,-0.38188967,0.24099657,-1.212939,0.28536275,1.0702984,0.3971193,-0.28132832,0.47370023,1.7800585,0.57528746,-0.05612836
189,3,odd,0.49188328,-0.42354223,-0.39603436,-0.4279275,1.2263964,-0.9171478,0.14961557,0.36649072,0.6388254,-0.41232482,1.3500056,-0.6465859,0.24484405,-1.2871215,0.4365465,-0.705328
190,3,odd,0.9152696,-0.74726194,-0.2149591,-0.21293327,-0.29641607,-0.41276634,0.45363915,1.3486774,-0.34058526,-0.6182675,0.15480137,0.579922,0.77654827,0.75619495,-0.21503142,-0.5901469
191,1,odd,0.63744843,-1.4243149,-0.15265949,-0.5851453,-0.94329596,-0.12738687,-0.20529667,-1.1187689,-1.2903787,-0.3540182,0.16995418,0.13600521,-0.43493503,0.7754273,0.16345479,1.2510625
192,0,even,1.3656706,-0.8304845,0.30855048,0.024279544,-0.432101,0.3435,0.50248873,1.1093516,0.58312714,-2.115864,-0.6922004,-1.4148067,1.1739322,-0.4709736,-0.0635625,-0.3016622
193,5,odd,-0.31196427,-1.0095099,0.12961882,0.1688214,-0.67329746,0.34942073,0.46401602,0.17208081,0.008534946,0.31653857,-0.37429678,1.822188,-0.30457866,0.9701476,-0.62139463,-0.6432172
194,9,odd,-0.4891252,-0.33469763,-0.29675764,-0.67738366,-0.6223062,-0.34790447,-1.567816,0.7160687,1.1754001,-0.6932922,0.8660311,0.98992234,-0.03275078,0.67926157,-0.79741275,-0.46094638
195,6,even,-0.42609203,0.91201687,0.09924743,-0.14433695,-0.23868081,-0.55873454,-0.33564502,-1.6023593,-0.10147028,1.6684712,0.9100916,-1.1069894,1.1519017,0.972034,-0.18646899,-0.06662539
196,7,odd,0.04117871,-1.283306,0.06954276,-1.1547148,0.22324696,0.34091926,-2.241986,0.55565697,0.24637255,-0.8320758,-0.52859944,0.34729442,0.22459915,0.43105757,2.05121,-0.15344903
197,2,even,-0.6084514,0.44211733,-0.021549001,-1.240184,-0.0026285797,-0.3950709,0.15259816,0.91471976,0.7352996,-0.46362883,0.710115,0.009806842,0.20634165,0.44134784,0.47090685,1.0858572
198,5,odd,-0.41160184,0.41651148,-0.2077973,1.3334156,-0.24418733,-0.58940625,0.036151797,0.3663112,-1.1186355,-0.32106388,-0.06258695,1.7057989,0.4868642,0.746987,-1.3313011,-0.3968042
199,9,odd,-0.24453934,-1.7329183,-0.108546495,-0.0154704675,-0.8367397,-0.3666035,-1.847094,-0.1616763,0.89025116,-0.16060533,0.5058115,-0.18073899,0.6943602,0.32566577,1.3057153,-0.6524056
200,8,even,-0.4404155,-0.36959875,-0.091186926,0.7190437,0.32176784,0.19547848,0.93090683,0.038018584,-0.27756694,-0.4366083,-0.590673,-0.26728845,-0.43803108,-0.005753666,-1.6533512,-0.628825
201,5,odd,-0.386469,-0.7738122,-0.2741602,-0.11254789,-0.32162067,0.016890142,-0.8502918,1.0474567,-0.4221925,-0.6160466,-0.5026005,0.63847613,-0.67613566,0.15505421,-0.3911023,-0.9105713
202,7,odd,-0.35039216,-0.23305547,0.08214478,-1.2329732,0.29054886,0.394422,-0.8694392,0.015957683,0.8551531,-1.9105532,-0.7546735,0.4260558,0.902571,1.0910357,0.95826536,-1.0240874
203,2,even,0.7392273,0.9438913,-0.087690115,-0.065890685,-0.37357032,-0.41388294,1.0866098,1.1082687,-1.0273393,1.3529521,1.2269547,-0.17620367,-0.799102,-0.36969662,0.498223,1.1426873
204,1,odd,1.3192714,-1.3929151,-0.07862724,0.5457211,-0.030860417,-0.17655295,0.25477728,-0.4329586,-1.5032626,0.88381076,-0.107289694,0.23929286,0.6069241,-0.16405632,0.03881453,1.4546924
205,9,odd,-0.7512333,0.06482766,0.124807596,-0.82137203,0.45052665,0.5478358,-0.61603135,0.83020097,0.7832118,-0.27090687,-0.4622907,1.387453,0.8759939,1.0256926,0.14441057,-0.6604637
206,6,even,-0.63552517,-0.6917647,-0.052819014,0.5364268,-1.2224483,-0.23976935,1.3258586,-0.58417296,-0.06516423,-1.0393137,0.46207777,0.6112269,-0.22051626,-0.013686746,-1.1675191,0.759468
207,0,even,1.2533901,1.4572458,-0.24987926,0.28844273,-0.9666498,-0.8970987,-0.6277964,2.1734493,-0.58442277,0.13981447,1.4058166,-1.454193,-0.2876639,0.891093,0.041977182,-0.5716251
208,1,odd,1.6285025,-1.4019305,0.052656062,-0.36428642,0.44066986,-0.25683236,-0.64951277,0.02588123,-0.07851738,-0.2954795,0.0010755323,0.8365336,0.5227747,-1.3091438,0.89678425,0.89542574
209,9,odd,-0.6537734,-0.9046804,-0.15506665,-0.5379323,-1.1398649,-0.107747436,0.04248514,1.0022426,0.37187856,0.7087602,-0.026871305,0.9422143,0.46313038,0.7359565,-0.3032841,0.17091951
210,4,even,0.8545173,-1.4675101,0.08153573,0.23457691,-0.067856245,-0.26867592,-0.09191188,-0.7769521,1.0968462,0.30040437,-0.063966006,1.1823771,1.2428743,-0.9581138,1.0001066,0.4096113
211,7,odd,-1.195532,-0.23346421,0.14562267,-1.3568928,1.2525555,0.85663897,-1.329587,-0.5993405,0.09537359,-0.5708698,-1.2792184,-1.1155021,2.2134624,0.55119944,0.042323887,-0.12150102
212,2,even,-0.6545877,-0.8194401,-0.12245099,-0.8990592,-0.057775997,0.051182304,0.1622723,0.14076427,-1.5854553,-0.82494944,-0.40384558,-0.8157556,0.47627965,-0.9286108,1.06058,2.048514
213,3,odd,0.56429785,-1.0418372,-0.31573945,0.058469296,-0.39870453,-0.4305932,0.5484139,1.3338242,0.18264982,-1.2818525,0.0942898,0.26088044,0.5869257,0.25998387,0.35610843,-0.072408564
214,7,odd,0.45056587,-1.5319862,0.0711751,-0.25431997,1.0401785,-0.060566746,-1.0485098,-1.1974955,0.44259304,0.35279617,-0.055754103,0.38065845,0.7262453,0.58942324,1.1421611,0.010896467
215,2,even,-1.4220929,0.64984375,0.073893785,-0.56507015,2.1907034,0.31960568,0.49944997,0.35997617,0.07869441,0.36400205,-0.9410662,-2.0367222,1.6005371,-0.7017398,-0.30299413,-0.018122405
216,2,even,-0.4318413,1.6036268,-0.12887393,0.50532204,2.4570315,-0.46304953,0.87917,0.43607682,0.6654985,1.2753845,0.5610741,-0.16944516,-0.11821904,0.017030701,-0.20488128,0.62638515
217,2,even,-0.32718945,0.33311084,0.078261554,-0.34566575,1.2207274,-0.10609922,1.154767,1.0423834,-0.37364325,-0.12949312,0.31362677,0.33023545,0.0552593,-0.28194827,0.5023799,2.105137
218,3,odd,1.562858,-1.2694145,-0.3036704,-0.12916942,1.3765173,-0.4191187,-0.20981869,0.35163766,-0.22566554,-0.19915332,0.8278824,-1.0189729,0.16970374,2.224947,0.21305035,-0.25950116
219,1,odd,0.81997144,-0.8544407,0.0313729,-0.5634496,0.6547306,-0.22592072,0.62995946,-0.9712203,-1.0029027,0.90807545,0.341602,-0.097046405,0.6514109,-0.0461929,1.7487118,1.1394945
220,2,even,0.9552697,0.5171118,0.28404868,-0.4452933,-0.20642075,0.7832581,-0.53265935,-0.0015313625,-0.8265605,0.418075,-0.9038508,-0.5058008,-0.51982796,-1.8893682,-0.12528238,1.7013367
221,9,odd,0.22602199,-1.6654629,-0.003749255,-0.5536733,0.5117386,-0.29675156,-0.7828757,-0.34600306,0.06402857,1.277985,0.22446677,0.06293139,1.0496453,0.12684757,0.76348656,0.73360986
222,4,even,1.0900816,-0.715231,-0.2219475,0.1456462,0.8162998,0.06661901,-0.3891345,-1.0423691,0.6020435,0.96298367,0.11263486,0.17076437,-0.8508023,-0.37576616,-1.1471759,0.12555644
223,1,odd,1.3089794,-1.3425481,-0.030696034,0.4230836,-0.118589185,-0.04603388,0.037536275,-0.5959113,-1.2425454,0.5477533,-0.16611025,0.26810464,0.39279422,0.14344557,-0.3066854,1.3681809
224,4,even,0.90744585,-1.5670171,-0.085165694,-0.031814538,0.9372588,-0.25325054,-0.5753513,-1.4110415,1.7013716,0.33000585,0.5762962,0.16560249,0.111839175,-0.08027138,-0.29808545,-0.6564517
225,6,even,-0.8748241,1.3918434,0.013189059,-0.17144112,-0.7390101,-0.6282605,-0.5010995,-1.1913981,0.012873419,1.8366703,1.5516595,-1.2049332,0.3802556,-1.0976857,0.15714754,0.07817681
226,8,even,0.70914686,-0.9658108,-0.2988999,0.048288517,0.05627635,-0.41422173,1.4923463,1.160608,-0.37773347,-0.10192539,0.2606981,0.15417811,-0.91275424,-0.42889845,0.44093567,-0.5424379
227,4,even,-0.32413018,-0.8144174,-0.028535739,0.058646597,0.18066305,-0.06635168,-0.33566514,-0.1500216,0.34815535,-1.0094603,0.33238685,1.878111,-0.33242264,0.26686472,-0.5420428,-0.24445334
228,5,odd,1.4154856,-0.6538131,0.17612977,-0.81317604,0.37396097,0.62826604,-0.36315966,-0.98304,0.21833321,0.17367484,-0.5061022,-0.1539008,-0.072194315,0.4081756,0.006122619,0.5813148
229,2,even,0.19148555,-0.15690334,-0.09626719,-1.1302269,-0.47713012,0.18059197,-0.1775536,0.29039222,1.8398758,1.4520723,-0.77019864,0.10311136,0.27374092,-0.18296711,0.23135875,1.3544788
230,5,odd,1.6561344,-0.6489413,0.12645271,0.6314291,-0.34700757,0.21047528,0.028054267,-0.038521886,0.084485,-0.21906364,-0.33146587,0.71144795,-0.53295064,0.2990718,0.55865616,0.3146672
231,0,even,-1.0628079,-0.08055556,0.13453686,-0.15822136,0.21493465,0.18691519,1.1481512,-0.27279836,2.025328,-1.1077127,0.061369203,-1.0242132,-0.1577387,-0.6999727,1.7678419,-1.3240489
232,7,odd,0.20151705,0.015431784,0.09975186,-0.6791073,-0.5018191,0.24572837,-0.06719424,0.16067839,-0.08435866,-0.5287446,-0.46508637,1.0946974,0.0072125187,1.309751,-0.77493024,0.46245924
233,9,odd,-0.12766443,-0.9614056,0.0011344589,-0.56737167,-0.22187883,0.11730456,0.053411458,0.038218558,1.06034,0.5371916,0.1642606,1.2064157,0.010036039,0.45594215,0.6963235,-1.0016072
234,1,odd,1.3298717,-2.080741,0.13556129,0.5083244,0.64486325,0.14695378,-0.85124093,-0.08676085,-1.4492956,0.57408273,-0.56763685,0.28821826,0.65817255,-0.7423773,0.056586236,1.4501841
235,3,odd,0.12552452,1.0136049,0.31026435,-1.860946,0.5864214,0.12054478,-0.30591983,-0.39268494,-0.30460954,0.5796165,0.76559585,-0.6456023,0.9337008,-0.78428453,0.5201228,0.16597164
236,3,odd,0.91129357,-1.3514217,-0.13135529,-0.8632299,0.487995,-0.053562876,0.93789154,0.5556929,-0.7232682,-0.74592674,0.16022232,1.379988,0.01727686,-0.23170178,0.13372491,0.28553733
237,4,even,0.08976826,-0.88652897,-0.13671757,-0.19718766,-0.9208602,-0.12929155,-0.25562146,1.3075612,2.2477431,0.66796416,-0.048007384,0.7019372,0.10981993,-0.74913615,0.916388,-0.07049979
238,2,even,0.20797834,-0.9689542,-0.06416758,0.37221697,-0.74776644,-0.15528738,1.4611573,0.5785875,-2.1894293,-0.09303283,0.23621556,0.37777585,0.21452561,-0.3531831,0.58275265,0.6102778
239,0,even,0.512111,1.8061366,0.3782645,-1.120075,-0.7418849,0.39463657,-1.7026227,-0.8019121,-0.8055171,0.899328,0.09886535,0.010280937,0.04651115,-0.09559359,0.8412984,0.34631315
240,4,even,-0.5725413,-0.3780457,-0.07901642,0.40226796,0.789529,0.07280639,-0.7879914,-0.27658448,1.8562742,-0.0113085825,0.12899718,1.3972722,-0.74407834,0.9480189,0.28319013,-1.2667637
